dt,AverageTemperature,Country
1/1/2012,-0.231,Afghanistan
2/1/2012,0.235,Afghanistan
3/1/2012,8.696,Afghanistan
4/1/2012,16.32,Afghanistan
5/1/2012,21.179,Afghanistan
6/1/2012,25.267,Afghanistan
7/1/2012,28.193,Afghanistan
8/1/2012,26.549,Afghanistan
9/1/2012,20.933,Afghanistan
10/1/2012,15.031,Afghanistan
11/1/2012,8.7,Afghanistan
12/1/2012,2.907,Afghanistan
1/1/2012,21.151,Africa
2/1/2012,22.648,Africa
3/1/2012,24.357,Africa
4/1/2012,25.621,Africa
5/1/2012,26.627,Africa
6/1/2012,26.302,Africa
7/1/2012,25.513,Africa
8/1/2012,26.042,Africa
9/1/2012,26.147,Africa
10/1/2012,25.713,Africa
11/1/2012,24.607,Africa
12/1/2012,21.983,Africa
1/1/2012,1.687,Albania
2/1/2012,1.977,Albania
3/1/2012,9.135,Albania
4/1/2012,12.053,Albania
5/1/2012,16.316,Albania
6/1/2012,22.309,Albania
7/1/2012,25.474,Albania
8/1/2012,24.966,Albania
9/1/2012,20.454,Albania
10/1/2012,15.759,Albania
11/1/2012,11.269,Albania
12/1/2012,3.82,Albania
1/1/2012,11.363,Algeria
2/1/2012,12.09,Algeria
3/1/2012,18.32,Algeria
4/1/2012,23.349,Algeria
5/1/2012,29.664,Algeria
6/1/2012,33.977,Algeria
7/1/2012,34.958,Algeria
8/1/2012,34.01,Algeria
9/1/2012,30.224,Algeria
10/1/2012,25.834,Algeria
11/1/2012,20.031,Algeria
12/1/2012,13.638,Algeria
1/1/2012,27.145,American Samoa
2/1/2012,27.134,American Samoa
3/1/2012,27.045,American Samoa
4/1/2012,27.266,American Samoa
5/1/2012,27.179,American Samoa
6/1/2012,27.065,American Samoa
7/1/2012,26.629,American Samoa
8/1/2012,26.922,American Samoa
9/1/2012,27.278,American Samoa
10/1/2012,27.475,American Samoa
11/1/2012,27.963,American Samoa
12/1/2012,27.316,American Samoa
1/1/2012,5.145,Andorra
2/1/2012,1.705,Andorra
3/1/2012,9.405,Andorra
4/1/2012,9.752,Andorra
5/1/2012,15.136,Andorra
6/1/2012,18.817,Andorra
7/1/2012,20.512,Andorra
8/1/2012,22.514,Andorra
9/1/2012,17.539,Andorra
10/1/2012,13.261,Andorra
11/1/2012,8.62,Andorra
12/1/2012,5.673,Andorra
1/1/2012,22.152,Angola
2/1/2012,22.038,Angola
3/1/2012,23.438,Angola
4/1/2012,22.554,Angola
5/1/2012,20.979,Angola
6/1/2012,18.693,Angola
7/1/2012,18.891,Angola
8/1/2012,21.817,Angola
9/1/2012,23.797,Angola
10/1/2012,23.736,Angola
11/1/2012,24.344,Angola
12/1/2012,23.041,Angola
1/1/2012,25.678,Anguilla
2/1/2012,25.868,Anguilla
3/1/2012,26.182,Anguilla
4/1/2012,26.622,Anguilla
5/1/2012,27.448,Anguilla
6/1/2012,28.883,Anguilla
7/1/2012,29.073,Anguilla
8/1/2012,29.171,Anguilla
9/1/2012,29.309,Anguilla
10/1/2012,28.758,Anguilla
11/1/2012,28.203,Anguilla
12/1/2012,26.476,Anguilla
1/1/2012,,Antarctica
2/1/2012,,Antarctica
3/1/2012,,Antarctica
4/1/2012,,Antarctica
5/1/2012,,Antarctica
6/1/2012,,Antarctica
7/1/2012,,Antarctica
8/1/2012,,Antarctica
9/1/2012,,Antarctica
10/1/2012,,Antarctica
11/1/2012,,Antarctica
12/1/2012,,Antarctica
1/1/2012,25.582,Antigua And Barbuda
2/1/2012,25.654,Antigua And Barbuda
3/1/2012,25.985,Antigua And Barbuda
4/1/2012,26.553,Antigua And Barbuda
5/1/2012,27.362,Antigua And Barbuda
6/1/2012,28.813,Antigua And Barbuda
7/1/2012,28.898,Antigua And Barbuda
8/1/2012,28.903,Antigua And Barbuda
9/1/2012,28.921,Antigua And Barbuda
10/1/2012,28.312,Antigua And Barbuda
11/1/2012,27.89,Antigua And Barbuda
12/1/2012,26.329,Antigua And Barbuda
1/1/2012,23.29,Argentina
2/1/2012,21.487,Argentina
3/1/2012,19.34,Argentina
4/1/2012,14.663,Argentina
5/1/2012,12.433,Argentina
6/1/2012,8.353,Argentina
7/1/2012,6.98,Argentina
8/1/2012,10.842,Argentina
9/1/2012,13.931,Argentina
10/1/2012,16.311,Argentina
11/1/2012,19.677,Argentina
12/1/2012,20.961,Argentina
1/1/2012,-2.78,Armenia
2/1/2012,-5.479,Armenia
3/1/2012,0.363,Armenia
4/1/2012,12.004,Armenia
5/1/2012,16.084,Armenia
6/1/2012,20.418,Armenia
7/1/2012,22.252,Armenia
8/1/2012,23.687,Armenia
9/1/2012,18.592,Armenia
10/1/2012,13.265,Armenia
11/1/2012,6.766,Armenia
12/1/2012,-0.963,Armenia
1/1/2012,26.879,Aruba
2/1/2012,26.976,Aruba
3/1/2012,27.066,Aruba
4/1/2012,27.516,Aruba
5/1/2012,29.117,Aruba
6/1/2012,29.993,Aruba
7/1/2012,30.339,Aruba
8/1/2012,30.232,Aruba
9/1/2012,30.112,Aruba
10/1/2012,29.067,Aruba
11/1/2012,28.764,Aruba
12/1/2012,27.767,Aruba
1/1/2012,-7.158,Asia
2/1/2012,-5.225,Asia
3/1/2012,1.339,Asia
4/1/2012,10.522,Asia
5/1/2012,16.468,Asia
6/1/2012,20.934,Asia
7/1/2012,22.444,Asia
8/1/2012,20.591,Asia
9/1/2012,16.36,Asia
10/1/2012,9.425,Asia
11/1/2012,1.459,Asia
12/1/2012,-6.007,Asia
1/1/2012,27.904,Australia
2/1/2012,27.2,Australia
3/1/2012,24.699,Australia
4/1/2012,22.208,Australia
5/1/2012,17.762,Australia
6/1/2012,14.674,Australia
7/1/2012,14.027,Australia
8/1/2012,16.408,Australia
9/1/2012,20.474,Australia
10/1/2012,23.586,Australia
11/1/2012,26.935,Australia
12/1/2012,28.417,Australia
1/1/2012,-1.791,Austria
2/1/2012,-5.61,Austria
3/1/2012,5.287,Austria
4/1/2012,7.339,Austria
5/1/2012,12.795,Austria
6/1/2012,16.222,Austria
7/1/2012,17.555,Austria
8/1/2012,17.923,Austria
9/1/2012,12.887,Austria
10/1/2012,7.277,Austria
11/1/2012,3.844,Austria
12/1/2012,-2.392,Austria
1/1/2012,0.312,Azerbaijan
2/1/2012,-1.789,Azerbaijan
3/1/2012,3.631,Azerbaijan
4/1/2012,14.466,Azerbaijan
5/1/2012,19.13,Azerbaijan
6/1/2012,23.063,Azerbaijan
7/1/2012,24.381,Azerbaijan
8/1/2012,25.547,Azerbaijan
9/1/2012,20.219,Azerbaijan
10/1/2012,15.834,Azerbaijan
11/1/2012,9.433,Azerbaijan
12/1/2012,2.814,Azerbaijan
1/1/2012,22.52,Bahamas
2/1/2012,23.599,Bahamas
3/1/2012,24.291,Bahamas
4/1/2012,24.488,Bahamas
5/1/2012,26.476,Bahamas
6/1/2012,27.932,Bahamas
7/1/2012,28.748,Bahamas
8/1/2012,28.988,Bahamas
9/1/2012,28.259,Bahamas
10/1/2012,26.903,Bahamas
11/1/2012,23.789,Bahamas
12/1/2012,23.804,Bahamas
1/1/2012,16.301,Bahrain
2/1/2012,17.295,Bahrain
3/1/2012,19.899,Bahrain
4/1/2012,26.471,Bahrain
5/1/2012,33.398,Bahrain
6/1/2012,35.773,Bahrain
7/1/2012,37.471,Bahrain
8/1/2012,36.749,Bahrain
9/1/2012,33.648,Bahrain
10/1/2012,30.131,Bahrain
11/1/2012,24.035,Bahrain
12/1/2012,19.181,Bahrain
1/1/2012,26,Baker Island
2/1/2012,26.313,Baker Island
3/1/2012,26.268,Baker Island
4/1/2012,26.243,Baker Island
5/1/2012,26.465,Baker Island
6/1/2012,26.143,Baker Island
7/1/2012,25.487,Baker Island
8/1/2012,26.291,Baker Island
9/1/2012,26.22,Baker Island
10/1/2012,26.047,Baker Island
11/1/2012,26.182,Baker Island
12/1/2012,26.518,Baker Island
1/1/2012,17.925,Bangladesh
2/1/2012,21.282,Bangladesh
3/1/2012,26.076,Bangladesh
4/1/2012,27.62,Bangladesh
5/1/2012,29.416,Bangladesh
6/1/2012,29.085,Bangladesh
7/1/2012,28.599,Bangladesh
8/1/2012,28.908,Bangladesh
9/1/2012,28.626,Bangladesh
10/1/2012,26.631,Bangladesh
11/1/2012,23.139,Bangladesh
12/1/2012,19.096,Bangladesh
1/1/2012,26.06,Barbados
2/1/2012,25.81,Barbados
3/1/2012,26.216,Barbados
4/1/2012,26.733,Barbados
5/1/2012,27.46,Barbados
6/1/2012,28.321,Barbados
7/1/2012,28.278,Barbados
8/1/2012,28.195,Barbados
9/1/2012,28.402,Barbados
10/1/2012,28.019,Barbados
11/1/2012,27.922,Barbados
12/1/2012,26.744,Barbados
1/1/2012,-4.867,Belarus
2/1/2012,-10.805,Belarus
3/1/2012,1.189,Belarus
4/1/2012,8.391,Belarus
5/1/2012,14.965,Belarus
6/1/2012,16.114,Belarus
7/1/2012,20.618,Belarus
8/1/2012,17.781,Belarus
9/1/2012,13.68,Belarus
10/1/2012,7.188,Belarus
11/1/2012,3.804,Belarus
12/1/2012,-6.036,Belarus
1/1/2012,4.425,Belgium
2/1/2012,0.116,Belgium
3/1/2012,8.578,Belgium
4/1/2012,8.408,Belgium
5/1/2012,14.479,Belgium
6/1/2012,15.301,Belgium
7/1/2012,17.617,Belgium
8/1/2012,19.277,Belgium
9/1/2012,14.538,Belgium
10/1/2012,10.501,Belgium
11/1/2012,6.583,Belgium
12/1/2012,4.399,Belgium
1/1/2012,23.54,Belize
2/1/2012,24.673,Belize
3/1/2012,25.464,Belize
4/1/2012,26.86,Belize
5/1/2012,27.61,Belize
6/1/2012,27.307,Belize
7/1/2012,26.806,Belize
8/1/2012,26.893,Belize
9/1/2012,27.05,Belize
10/1/2012,25.326,Belize
11/1/2012,23.542,Belize
12/1/2012,23.742,Belize
1/1/2012,26.974,Benin
2/1/2012,29.482,Benin
3/1/2012,30.852,Benin
4/1/2012,30.547,Benin
5/1/2012,28.725,Benin
6/1/2012,27.413,Benin
7/1/2012,25.818,Benin
8/1/2012,25.44,Benin
9/1/2012,25.947,Benin
10/1/2012,26.61,Benin
11/1/2012,28.266,Benin
12/1/2012,26.948,Benin
1/1/2012,2.955,Bhutan
2/1/2012,6.801,Bhutan
3/1/2012,10.474,Bhutan
4/1/2012,12.74,Bhutan
5/1/2012,16.171,Bhutan
6/1/2012,17.85,Bhutan
7/1/2012,18.286,Bhutan
8/1/2012,18.55,Bhutan
9/1/2012,16.621,Bhutan
10/1/2012,12.858,Bhutan
11/1/2012,8.509,Bhutan
12/1/2012,5.542,Bhutan
1/1/2012,22.889,Bolivia
2/1/2012,22.507,Bolivia
3/1/2012,22.394,Bolivia
4/1/2012,21.71,Bolivia
5/1/2012,19.898,Bolivia
6/1/2012,18.334,Bolivia
7/1/2012,17.679,Bolivia
8/1/2012,20.173,Bolivia
9/1/2012,22.869,Bolivia
10/1/2012,23.905,Bolivia
11/1/2012,23.592,Bolivia
12/1/2012,23.336,Bolivia
1/1/2012,26.188,"Bonaire, Saint Eustatius And Saba"
2/1/2012,26.382,"Bonaire, Saint Eustatius And Saba"
3/1/2012,26.595,"Bonaire, Saint Eustatius And Saba"
4/1/2012,27.243,"Bonaire, Saint Eustatius And Saba"
5/1/2012,28.316,"Bonaire, Saint Eustatius And Saba"
6/1/2012,29.115,"Bonaire, Saint Eustatius And Saba"
7/1/2012,29.215,"Bonaire, Saint Eustatius And Saba"
8/1/2012,29.225,"Bonaire, Saint Eustatius And Saba"
9/1/2012,29.403,"Bonaire, Saint Eustatius And Saba"
10/1/2012,28.83,"Bonaire, Saint Eustatius And Saba"
11/1/2012,28.435,"Bonaire, Saint Eustatius And Saba"
12/1/2012,27.01,"Bonaire, Saint Eustatius And Saba"
1/1/2012,0.807,Bosnia And Herzegovina
2/1/2012,-2.802,Bosnia And Herzegovina
3/1/2012,8.695,Bosnia And Herzegovina
4/1/2012,11.082,Bosnia And Herzegovina
5/1/2012,15.295,Bosnia And Herzegovina
6/1/2012,21.634,Bosnia And Herzegovina
7/1/2012,24.029,Bosnia And Herzegovina
8/1/2012,23.628,Bosnia And Herzegovina
9/1/2012,18.606,Bosnia And Herzegovina
10/1/2012,12.821,Bosnia And Herzegovina
11/1/2012,9.317,Bosnia And Herzegovina
12/1/2012,1.236,Bosnia And Herzegovina
1/1/2012,26.631,Botswana
2/1/2012,25.921,Botswana
3/1/2012,25.246,Botswana
4/1/2012,21.905,Botswana
5/1/2012,19.645,Botswana
6/1/2012,15.454,Botswana
7/1/2012,14.986,Botswana
8/1/2012,18.903,Botswana
9/1/2012,21.967,Botswana
10/1/2012,24.825,Botswana
11/1/2012,27.04,Botswana
12/1/2012,26.278,Botswana
1/1/2012,25.399,Brazil
2/1/2012,25.653,Brazil
3/1/2012,25.783,Brazil
4/1/2012,25.675,Brazil
5/1/2012,24.891,Brazil
6/1/2012,24.578,Brazil
7/1/2012,24.171,Brazil
8/1/2012,25.349,Brazil
9/1/2012,26.728,Brazil
10/1/2012,27.12,Brazil
11/1/2012,26.683,Brazil
12/1/2012,26.575,Brazil
1/1/2012,25.197,British Virgin Islands
2/1/2012,25.541,British Virgin Islands
3/1/2012,25.784,British Virgin Islands
4/1/2012,26.358,British Virgin Islands
5/1/2012,27.238,British Virgin Islands
6/1/2012,28.824,British Virgin Islands
7/1/2012,28.826,British Virgin Islands
8/1/2012,28.907,British Virgin Islands
9/1/2012,28.98,British Virgin Islands
10/1/2012,28.495,British Virgin Islands
11/1/2012,27.946,British Virgin Islands
12/1/2012,26.226,British Virgin Islands
1/1/2012,-1.052,Bulgaria
2/1/2012,-3.235,Bulgaria
3/1/2012,6.334,Bulgaria
4/1/2012,12.45,Bulgaria
5/1/2012,16.027,Bulgaria
6/1/2012,21.711,Bulgaria
7/1/2012,25.063,Bulgaria
8/1/2012,23.591,Bulgaria
9/1/2012,19.393,Bulgaria
10/1/2012,14.634,Bulgaria
11/1/2012,8.665,Bulgaria
12/1/2012,0.75,Bulgaria
1/1/2012,24.725,Burkina Faso
2/1/2012,28.344,Burkina Faso
3/1/2012,31.04,Burkina Faso
4/1/2012,32.543,Burkina Faso
5/1/2012,31.766,Burkina Faso
6/1/2012,29.907,Burkina Faso
7/1/2012,27.439,Burkina Faso
8/1/2012,26.729,Burkina Faso
9/1/2012,27.21,Burkina Faso
10/1/2012,28.6,Burkina Faso
11/1/2012,29.298,Burkina Faso
12/1/2012,25.959,Burkina Faso
1/1/2012,19.607,Burma
2/1/2012,22.194,Burma
3/1/2012,25.042,Burma
4/1/2012,27.063,Burma
5/1/2012,28.081,Burma
6/1/2012,26.806,Burma
7/1/2012,26.206,Burma
8/1/2012,26.233,Burma
9/1/2012,26.293,Burma
10/1/2012,25.161,Burma
11/1/2012,23.777,Burma
12/1/2012,20.35,Burma
1/1/2012,21.078,Burundi
2/1/2012,20.784,Burundi
3/1/2012,20.8,Burundi
4/1/2012,20.043,Burundi
5/1/2012,20.149,Burundi
6/1/2012,20.59,Burundi
7/1/2012,20.299,Burundi
8/1/2012,21.355,Burundi
9/1/2012,21.998,Burundi
10/1/2012,21.107,Burundi
11/1/2012,20.756,Burundi
12/1/2012,20.092,Burundi
1/1/2012,26.308,Côte D'Ivoire
2/1/2012,27.506,Côte D'Ivoire
3/1/2012,28.576,Côte D'Ivoire
4/1/2012,27.873,Côte D'Ivoire
5/1/2012,27.065,Côte D'Ivoire
6/1/2012,26.172,Côte D'Ivoire
7/1/2012,25.253,Côte D'Ivoire
8/1/2012,25.082,Côte D'Ivoire
9/1/2012,25.669,Côte D'Ivoire
10/1/2012,25.862,Côte D'Ivoire
11/1/2012,27.003,Côte D'Ivoire
12/1/2012,26.26,Côte D'Ivoire
1/1/2012,26.039,Cambodia
2/1/2012,27.663,Cambodia
3/1/2012,28.972,Cambodia
4/1/2012,29.098,Cambodia
5/1/2012,28.591,Cambodia
6/1/2012,28.284,Cambodia
7/1/2012,27.737,Cambodia
8/1/2012,27.887,Cambodia
9/1/2012,27.24,Cambodia
10/1/2012,27.334,Cambodia
11/1/2012,27.724,Cambodia
12/1/2012,27.106,Cambodia
1/1/2012,24.337,Cameroon
2/1/2012,26.079,Cameroon
3/1/2012,27.081,Cameroon
4/1/2012,26.769,Cameroon
5/1/2012,25.369,Cameroon
6/1/2012,24.38,Cameroon
7/1/2012,23.455,Cameroon
8/1/2012,23.805,Cameroon
9/1/2012,23.93,Cameroon
10/1/2012,23.979,Cameroon
11/1/2012,24.836,Cameroon
12/1/2012,24.504,Cameroon
1/1/2012,-20.472,Canada
2/1/2012,-16.499,Canada
3/1/2012,-13.599,Canada
4/1/2012,-5.276,Canada
5/1/2012,4.045,Canada
6/1/2012,11.008,Canada
7/1/2012,14.796,Canada
8/1/2012,13.045,Canada
9/1/2012,7.907,Canada
10/1/2012,-1.814,Canada
11/1/2012,-12.093,Canada
12/1/2012,-19.17,Canada
1/1/2012,22.693,Cape Verde
2/1/2012,21.677,Cape Verde
3/1/2012,23.31,Cape Verde
4/1/2012,22.872,Cape Verde
5/1/2012,24.78,Cape Verde
6/1/2012,25.131,Cape Verde
7/1/2012,26.459,Cape Verde
8/1/2012,28.134,Cape Verde
9/1/2012,28.346,Cape Verde
10/1/2012,27.78,Cape Verde
11/1/2012,26.365,Cape Verde
12/1/2012,23.695,Cape Verde
1/1/2012,24.954,Cayman Islands
2/1/2012,25.658,Cayman Islands
3/1/2012,26.323,Cayman Islands
4/1/2012,26.727,Cayman Islands
5/1/2012,27.724,Cayman Islands
6/1/2012,28.676,Cayman Islands
7/1/2012,28.837,Cayman Islands
8/1/2012,29.197,Cayman Islands
9/1/2012,28.779,Cayman Islands
10/1/2012,27.673,Cayman Islands
11/1/2012,25.439,Cayman Islands
12/1/2012,25.468,Cayman Islands
1/1/2012,24.281,Central African Republic
2/1/2012,27.403,Central African Republic
3/1/2012,28.202,Central African Republic
4/1/2012,27.628,Central African Republic
5/1/2012,26.181,Central African Republic
6/1/2012,25.344,Central African Republic
7/1/2012,23.929,Central African Republic
8/1/2012,24.63,Central African Republic
9/1/2012,24.932,Central African Republic
10/1/2012,24.955,Central African Republic
11/1/2012,25.683,Central African Republic
12/1/2012,24.506,Central African Republic
1/1/2012,22.525,Chad
2/1/2012,26.868,Chad
3/1/2012,27.333,Chad
4/1/2012,31.069,Chad
5/1/2012,31.717,Chad
6/1/2012,30.038,Chad
7/1/2012,27.655,Chad
8/1/2012,27.975,Chad
9/1/2012,28.498,Chad
10/1/2012,28.517,Chad
11/1/2012,27.15,Chad
12/1/2012,23.069,Chad
1/1/2012,15.435,Chile
2/1/2012,14.048,Chile
3/1/2012,13.561,Chile
4/1/2012,10.131,Chile
5/1/2012,8.043,Chile
6/1/2012,5.741,Chile
7/1/2012,5.072,Chile
8/1/2012,6.901,Chile
9/1/2012,8.94,Chile
10/1/2012,10.114,Chile
11/1/2012,12.337,Chile
12/1/2012,12.948,Chile
1/1/2012,-9.344,China
2/1/2012,-5.193,China
3/1/2012,1.666,China
4/1/2012,9.736,China
5/1/2012,15.09,China
6/1/2012,18.236,China
7/1/2012,20.389,China
8/1/2012,19.458,China
9/1/2012,14.479,China
10/1/2012,7.684,China
11/1/2012,-0.254,China
12/1/2012,-7.022,China
1/1/2012,26.514,Christmas Island
2/1/2012,26.786,Christmas Island
3/1/2012,26.543,Christmas Island
4/1/2012,27.115,Christmas Island
5/1/2012,27.316,Christmas Island
6/1/2012,26.731,Christmas Island
7/1/2012,25.938,Christmas Island
8/1/2012,25.77,Christmas Island
9/1/2012,26.033,Christmas Island
10/1/2012,26.824,Christmas Island
11/1/2012,27.419,Christmas Island
12/1/2012,27.053,Christmas Island
1/1/2012,25.143,Colombia
2/1/2012,25.453,Colombia
3/1/2012,25.51,Colombia
4/1/2012,24.977,Colombia
5/1/2012,25.334,Colombia
6/1/2012,25.659,Colombia
7/1/2012,25.312,Colombia
8/1/2012,25.529,Colombia
9/1/2012,25.613,Colombia
10/1/2012,25.243,Colombia
11/1/2012,25.575,Colombia
12/1/2012,25.228,Colombia
1/1/2012,27.499,Comoros
2/1/2012,27.702,Comoros
3/1/2012,27.493,Comoros
4/1/2012,27.135,Comoros
5/1/2012,26.416,Comoros
6/1/2012,25.33,Comoros
7/1/2012,24.543,Comoros
8/1/2012,24.527,Comoros
9/1/2012,24.998,Comoros
10/1/2012,25.912,Comoros
11/1/2012,27.161,Comoros
12/1/2012,27.883,Comoros
1/1/2012,24.003,Congo (Democratic Republic Of The)
2/1/2012,24.361,Congo (Democratic Republic Of The)
3/1/2012,25.059,Congo (Democratic Republic Of The)
4/1/2012,24.422,Congo (Democratic Republic Of The)
5/1/2012,24.145,Congo (Democratic Republic Of The)
6/1/2012,23.684,Congo (Democratic Republic Of The)
7/1/2012,23.218,Congo (Democratic Republic Of The)
8/1/2012,24.261,Congo (Democratic Republic Of The)
9/1/2012,24.609,Congo (Democratic Republic Of The)
10/1/2012,24.16,Congo (Democratic Republic Of The)
11/1/2012,24.525,Congo (Democratic Republic Of The)
12/1/2012,24.029,Congo (Democratic Republic Of The)
1/1/2012,24.786,Congo
2/1/2012,25.213,Congo
3/1/2012,26.177,Congo
4/1/2012,25.774,Congo
5/1/2012,25.357,Congo
6/1/2012,24.165,Congo
7/1/2012,23.611,Congo
8/1/2012,24.216,Congo
9/1/2012,24.6,Congo
10/1/2012,24.654,Congo
11/1/2012,24.997,Congo
12/1/2012,24.932,Congo
1/1/2012,25.706,Costa Rica
2/1/2012,26.717,Costa Rica
3/1/2012,27.232,Costa Rica
4/1/2012,27.044,Costa Rica
5/1/2012,27.056,Costa Rica
6/1/2012,26.786,Costa Rica
7/1/2012,26.5,Costa Rica
8/1/2012,26.794,Costa Rica
9/1/2012,26.039,Costa Rica
10/1/2012,24.912,Costa Rica
11/1/2012,25.125,Costa Rica
12/1/2012,25.473,Costa Rica
1/1/2012,2.477,Croatia
2/1/2012,-1.232,Croatia
3/1/2012,9.972,Croatia
4/1/2012,12.226,Croatia
5/1/2012,16.713,Croatia
6/1/2012,22.276,Croatia
7/1/2012,24.613,Croatia
8/1/2012,24.412,Croatia
9/1/2012,18.973,Croatia
10/1/2012,13.168,Croatia
11/1/2012,9.883,Croatia
12/1/2012,2.201,Croatia
1/1/2012,23.468,Cuba
2/1/2012,24.418,Cuba
3/1/2012,24.904,Cuba
4/1/2012,25.255,Cuba
5/1/2012,26.542,Cuba
6/1/2012,27.778,Cuba
7/1/2012,28.026,Cuba
8/1/2012,28.301,Cuba
9/1/2012,27.983,Cuba
10/1/2012,26.954,Cuba
11/1/2012,24.587,Cuba
12/1/2012,24.492,Cuba
1/1/2012,26.364,Curaçao
2/1/2012,26.567,Curaçao
3/1/2012,26.736,Curaçao
4/1/2012,27.306,Curaçao
5/1/2012,28.595,Curaçao
6/1/2012,29.09,Curaçao
7/1/2012,29.335,Curaçao
8/1/2012,29.354,Curaçao
9/1/2012,29.463,Curaçao
10/1/2012,28.591,Curaçao
11/1/2012,28.174,Curaçao
12/1/2012,27.061,Curaçao
1/1/2012,11.202,Cyprus
2/1/2012,11.042,Cyprus
3/1/2012,13.001,Cyprus
4/1/2012,17.59,Cyprus
5/1/2012,21.244,Cyprus
6/1/2012,25.563,Cyprus
7/1/2012,28.942,Cyprus
8/1/2012,28.773,Cyprus
9/1/2012,26.481,Cyprus
10/1/2012,23.179,Cyprus
11/1/2012,18.952,Cyprus
12/1/2012,14.175,Cyprus
1/1/2012,0.281,Czech Republic
2/1/2012,-4.549,Czech Republic
3/1/2012,6.145,Czech Republic
4/1/2012,8.842,Czech Republic
5/1/2012,14.982,Czech Republic
6/1/2012,16.94,Czech Republic
7/1/2012,19.052,Czech Republic
8/1/2012,19.156,Czech Republic
9/1/2012,14.289,Czech Republic
10/1/2012,8.085,Czech Republic
11/1/2012,5.046,Czech Republic
12/1/2012,-1.138,Czech Republic
1/1/2012,2.424,Denmark (Europe)
2/1/2012,-0.216,Denmark (Europe)
3/1/2012,5.912,Denmark (Europe)
4/1/2012,6.537,Denmark (Europe)
5/1/2012,12.616,Denmark (Europe)
6/1/2012,13.266,Denmark (Europe)
7/1/2012,16.612,Denmark (Europe)
8/1/2012,17.223,Denmark (Europe)
9/1/2012,13.546,Denmark (Europe)
10/1/2012,8.862,Denmark (Europe)
11/1/2012,6.099,Denmark (Europe)
12/1/2012,0.178,Denmark (Europe)
1/1/2012,-27.273,Denmark
2/1/2012,-28.514,Denmark
3/1/2012,-28.244,Denmark
4/1/2012,-20.064,Denmark
5/1/2012,-10.398,Denmark
6/1/2012,-2.907,Denmark
7/1/2012,0.636,Denmark
8/1/2012,-1.869,Denmark
9/1/2012,-8.641,Denmark
10/1/2012,-17.445,Denmark
11/1/2012,-23.973,Denmark
12/1/2012,-26.439,Denmark
1/1/2012,25.527,Djibouti
2/1/2012,26.175,Djibouti
3/1/2012,27.445,Djibouti
4/1/2012,28.816,Djibouti
5/1/2012,30.668,Djibouti
6/1/2012,33.877,Djibouti
7/1/2012,34.827,Djibouti
